1.233000040054321289e+00,-2.208426035940647125e-02,1.143666170537471771e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.208426035940647125e-02,1.005360204726457596e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.208426035940647125e-02,8.670542389154434204e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.210217155516147614e-02,7.293393835425376892e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.210217155516147614e-02,5.909212864935398102e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.210217155516147614e-02,4.525031894445419312e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.210217155516147614e-02,3.140850691124796867e-03,2.000000000000000000e+00
1.235000014305114746e+00,-2.212008275091648102e-02,3.727904986590147018e-04,2.000000000000000000e+00
1.235000014305114746e+00,-2.212008275091648102e-02,-1.012512249872088432e-03,2.000000000000000000e+00
1.235000014305114746e+00,-2.212008275091648102e-02,-2.397814998403191566e-03,2.000000000000000000e+00
1.233000040054321289e+00,-2.346708066761493683e-02,1.143666170537471771e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.346708066761493683e-02,1.005360204726457596e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.346708066761493683e-02,8.670542389154434204e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.348611317574977875e-02,7.293393835425376892e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.348611317574977875e-02,5.909212864935398102e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.348611317574977875e-02,4.525031894445419312e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.348611317574977875e-02,3.140850691124796867e-03,2.000000000000000000e+00
1.235000014305114746e+00,-2.350514568388462067e-02,3.727904986590147018e-04,2.000000000000000000e+00
1.235000014305114746e+00,-2.350514568388462067e-02,-1.012512249872088432e-03,2.000000000000000000e+00
1.235000014305114746e+00,-2.350514568388462067e-02,-2.397814998403191566e-03,2.000000000000000000e+00
1.231999993324279785e+00,-2.482974529266357422e-02,1.557319890707731247e-02,2.000000000000000000e+00
1.231999993324279785e+00,-2.482974529266357422e-02,1.419126149266958237e-02,2.000000000000000000e+00
1.231999993324279785e+00,-2.482974529266357422e-02,1.280932314693927765e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.484989911317825317e-02,1.143666170537471771e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.484989911317825317e-02,1.005360204726457596e-02,2.000000000000000000e+00
1.233000040054321289e+00,-2.484989911317825317e-02,8.670542389154434204e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.487005293369293213e-02,7.293393835425376892e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.487005293369293213e-02,5.909212864935398102e-03,2.000000000000000000e+00
1.233999967575073242e+00,-2.487005293369293213e-02,4.525031894445419312e-03,2.000000000000000000e+00
